user,location,text,sentiment,probability
iManuMX,México,"El iPhone 9/SE 2 sale en 1 hora. Listos? 📲🔥💥

Antes solo se filtraban los modelos, ahora hasta la hora en la que va… https://t.co/IAZxg4la7Q",Positivo,59
JuanantoGil,"Extremadura, España",Las y los seguidores de Apple y de medios esperando el lanzamiento del #iPhoneSE de 2020. 😁 https://t.co/FT5iunO54w,Positivo,68
Verownika,Barcelona,Yo digo que será a las 18h 😏 #iPhone9 #iPhoneSE https://t.co/hhzYUGOu30,Positivo,68
TechAholicsPod,,"Muchos se preguntan cuándo Apple lanze hoy el nuevo #iPhone, los comunicados de prensa han salido históricamente a… https://t.co/DNpyaTzOky",Positivo,81
iManuMX,México,"Buenos días! ☀️ Ya listo para traerles toda la información del supuesto lanzamiento del iPhone 9/SE 2020 

Sígueme… https://t.co/8709D6kQ5q",Positivo,85
TechRadarES,United States,"Se supone que hoy es el día en el que sale el #Apple #iPhoneSE, también llamado #iPhone9. Así que atentos https://t.co/RobWtvqKjN",Positivo,76
JuanantoGil,"Extremadura, España","Al contrario, pinchad y leed porque os gustará el contenido de @LaMMordida. Y más hoy, que podríamos conocer el pró… https://t.co/t84DiQ7GNA",Positivo,75
RitchieArgueta,,Crees que #Apple saque a la venta el reconocido #iPhoneSE hoy? 😱📱Concept by @9techeleven https://t.co/PucEGHyFIA,Positivo,74
iManuMX,México,"Mañana, iPhone 9/SE 2020? 🤔👀

#iPhone9 #iPhoneSE2 #iPhoneSE #iPhoneSE2020",Positivo,78
Carlos_Vassan,México,"Según varios medios, mañana #Apple presentará un nuevo #iPhoneSE a.k.a. #iPhone9 

Que dicen ¿Lo traigo al canal? 😜 https://t.co/8KTgdG5jiI",Positivo,80
HOWARD_GONZALEZ,Caracas-Venezuela,Tutorial: Cómo Configurar y Modificar el Cursor del iPad con un Mouse o TrackPad - Pasos y Funciones #Apple #iPad… https://t.co/OcwwKuTQy0,Positivo,69
icanarymac,"Las Palmas, Islas Canarias","Habrá mañana el lanzamiento del Iphone SE 2020????? Que opinan???. Leo vuestros comentarios.
#iPhoneSE #apple",Positivo,74
Lukorcom,Granada,"#Google Pixel 4a, un fracaso antes de salir al mercado
https://t.co/ibBQ4uPj1t
#Lukor #GooglesPixel4a #IPhoneSE… https://t.co/SvGUGZ0YRs",Positivo,63
iManuMX,México,"💥 ATENCIÓN!! Estoy contestando muchas de sus preguntas del iPhone 9/SE/SE 2020 📱

En mis historias de Instagram:… https://t.co/vuayjsTkoP",Positivo,77
iManuMX,México,"Buenooos días ☀️

Ya listos para el iPhone 9/SE/SE 2/SE 2020 ???? 📲🤔

 #iPhone9 #iPhoneSE #iPhoneSE2 #iphonese2020 https://t.co/AlUgN6svTK",Positivo,70
TechRadarES,United States,"Este mismo miércoles tendremos #iPhone #barato: #iPhoneSE
#iphone9 #iPhoneSE2020 por sólo $399, dicen las buenas le… https://t.co/5k5LNIqOlo",Positivo,72
blodico,,"Siguiendo el rastro del iPhone SE (2020), esto es todo lo que sabemos hasta ahora #Rumorsfera #IPhoneSE https://t.co/DFO5YtSN49 #followme",Positivo,70
iManuMX,México,"💥 Filtración EXCLUSIVA: 

El iPhone 9/iPhone SE 2020 podría incluir la misma cámara que el iPhone XR 📱📸

#iPhone9… https://t.co/9pWYxnLknB",Positivo,68
skarabaja,,"Alguien sabe si la pantalla tiene arreglo? O por qué se puso así?

#iPhone  #iPhoneSE #AYUDA https://t.co/uQvBQhYJpq",Positivo,65
MaykisWorld,"Barcelona, España","No te pierdas la charla de @MacVega31 y @Verownika ‼️ #iphone12pro #AirPodsX #iPhoneSE 
👇🏻👇🏻
Charla con Verownika:… https://t.co/z8GSZat3FY",Positivo,68
iManuMX,México,"Los días de entrega del iPhone 8 se han alargado ⏰ 

¿Esto significa iPhone 9 (SE 2) a la vista? 👀🔥

A la derecha c… https://t.co/oc9Ljq3kL8",Positivo,70
iManuMX,México,"Buenos días! 👋🏼 

Faltan 5 días pra conocer si esto es real 📲

Posible fecha de lanzamiento: 14-15 de Abril.… https://t.co/hpnFF9pxuk",Positivo,76
TechRadarES,United States,"23 de abril. 1 de mayo. 7 de julio San Fermín. ¿Cuándo saldrá el nuevo #Apple #iPhone #barato, #iPhoneSE 2020 o… https://t.co/KDDM6RueSZ",Positivo,80
elgafaspodcast,,"📣 Nuevo Podcast! ""iPhone SE 2020"" en @Spreaker #coronavirus #covid_19 #iphone #iphonese #quedateencasa #todoirabien https://t.co/JwhHkCVfBT",Positivo,80
